fail00002prob
565.685424949238,2
565.685424949238,1
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,1
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,1
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
fail00004prob
565.685424949238,0
565.685424949238,1
565.685424949238,1
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
565.685424949238,0
rand00010prob
1471.6987914639976,1
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,1
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,1
1471.6987914639976,0
1471.6987914639976,0
1471.6987914639976,0
rand00020prob
2374.6424304000097,0
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,0
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,0
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,0
2374.6424304000097,0
2374.6424304000097,1
2374.6424304000097,0
2374.6424304000097,0
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,1
2374.6424304000097,0
rand00030prob
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,2
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,0
3251.0923697307376,1
3251.0923697307376,0
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,1
3251.0923697307376,0
3251.0923697307376,0
3251.0923697307376,1
3251.0923697307376,3
3251.0923697307376,0
3251.0923697307376,1
rand00040prob
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,1
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,2
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
3393.0560346062803,1
rand00050prob
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,1
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,1
4687.667412136861,2
4687.667412136861,2
4687.667412136861,2
4687.667412136861,3
4687.667412136861,1
4687.667412136861,2
4687.667412136861,2
rand00060prob
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,1
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,1
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,2
5063.762093016579,3
rand00070prob
5049.642291332578,6
5049.642291332578,7
5049.642291332578,5
5049.642291332578,4
5049.642291332578,3
5049.642291332578,4
5049.642291332578,3
5049.642291332578,3
5049.642291332578,3
5049.642291332578,4
5049.642291332578,3
5049.642291332578,5
5049.642291332578,3
5049.642291332578,3
5049.642291332578,3
5049.642291332578,4
5049.642291332578,3
5049.642291332578,3
5049.642291332578,3
5049.642291332578,3
rand00080prob
6218.19630915407,3
6218.19630915407,3
6218.19630915407,3
6218.19630915407,4
6218.19630915407,4
6218.19630915407,4
6218.19630915407,3
6218.19630915407,3
6218.19630915407,4
6218.19630915407,4
6218.19630915407,3
6218.19630915407,3
6218.19630915407,3
6218.19630915407,5
6218.19630915407,3
6218.19630915407,4
6218.19630915407,3
6218.19630915407,3
6218.19630915407,3
6218.19630915407,3
rand00090prob
6909.976735751263,6
6909.976735751263,5
6909.976735751263,8
6909.976735751263,6
